Region,Segment,Sub-segment,Sub-segment 1,Sub-segment 2,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033
Spain,By Component,Hardware,Receipt Printer,Receipt Printer,"4,716","5,008","5,313","5,638","5,987","6,352","6,736","7,132","7,536","7,955","8,391","8,838","9,297"
Spain,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","2,680","2,963","3,279","3,623","3,986","4,374","4,792","5,254","5,757","6,312","6,903","7,528","8,200"
Spain,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,"1,417","1,537","1,664","1,797","1,937","2,080","2,237","2,409","2,599","2,798","3,008","3,229","3,457"
Spain,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,"1,184","1,303","1,436","1,581","1,734","1,896","2,070","2,260","2,466","2,688","2,926","3,178","3,447"
Spain,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,763,833,913,998,"1,084","1,178","1,279","1,393","1,516","1,651","1,792","1,944","2,103"
Spain,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,"1,180","1,336","1,513","1,710","1,934","2,183","2,462","2,780","3,138","3,545","4,001","4,508","5,073"
Spain,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,354,411,475,549,633,729,840,969,"1,116","1,284","1,476","1,692","1,938"
Spain,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,192,223,260,304,354,414,483,565,660,769,891,"1,035","1,198"
Spain,By Model Type,Cash Model,Cash Model,Cash Model,"1,240","1,336","1,440","1,552","1,673","1,806","1,952","2,112","2,285","2,470","2,662","2,862","3,072"
Spain,By Model Type,Cashless Model,Cashless Model,Cashless Model,"3,850","4,307","4,821","5,387","6,003","6,674","7,419","8,264","9,210","10,265","11,432","12,724","14,144"
Spain,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"4,601","5,082","5,617","6,201","6,832","7,513","8,266","9,111","10,046","11,073","12,188","13,403","14,718"
Spain,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,189,210,233,258,286,318,352,390,431,477,528,583,644
Spain,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,300,351,411,480,558,649,753,875,"1,018","1,185","1,378","1,600","1,854"
Spain,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"2,542","2,807","3,107","3,431","3,780","4,154","4,564","5,023","5,536","6,100","6,715","7,380","8,102"
Spain,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,709,790,885,988,"1,101","1,227","1,366","1,524","1,699","1,896","2,113","2,353","2,618"
Spain,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,488,537,590,650,714,780,853,936,"1,030","1,131","1,241","1,362","1,491"
Spain,By Retail Format,Department Stores,Department Stores,Department Stores,328,358,389,424,460,500,545,593,644,701,763,829,899
Spain,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,768,871,988,"1,118","1,267","1,434","1,626","1,847","2,095","2,374","2,686","3,038","3,433"
Spain,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,255,280,302,328,354,385,417,453,491,533,576,624,673
Russia,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"2,969","3,008","3,045","3,083","3,124","3,164","3,202","3,235","3,262","3,286","3,308","3,326","3,339"
Russia,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,"1,432","1,469","1,501","1,527","1,553","1,580","1,610","1,640","1,667","1,690","1,711","1,731","1,749"
Russia,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,"1,393","1,441","1,491","1,543","1,596","1,654","1,714","1,778","1,843","1,907","1,965","2,016","2,064"
Russia,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,"2,053","2,195","2,348","2,505","2,662","2,820","2,983","3,158","3,346","3,541","3,744","3,951","4,162"
Russia,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,446,481,518,558,601,647,695,746,798,854,914,976,"1,042"
Russia,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"3,036","3,216","3,409","3,608","3,805","3,999","4,193","4,394","4,601","4,816","5,033","5,242","5,455"
Russia,By Component,Hardware,Payment Units,Payment Units,"5,581","5,781","5,963","6,129","6,293","6,475","6,679","6,896","7,107","7,310","7,503","7,686","7,868"
Russia,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"4,320","4,363","4,411","4,457","4,501","4,546","4,596","4,652","4,701","4,746","4,771","4,779","4,777"
Russia,By Component,Hardware,Receipt Printer,Receipt Printer,"4,789","4,828","4,846","4,845","4,841","4,840","4,850","4,861","4,859","4,842","4,817","4,792","4,762"
Russia,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","4,290","4,501","4,728","4,956","5,173","5,374","5,577","5,795","6,028","6,283","6,538","6,784","7,027"
Russia,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,"1,647","1,724","1,801","1,876","1,949","2,031","2,116","2,208","2,301","2,395","2,487","2,579","2,668"
Russia,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,"1,281","1,359","1,444","1,531","1,620","1,706","1,794","1,887","1,984","2,085","2,192","2,298","2,408"
Russia,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,780,819,860,903,947,992,"1,040","1,089","1,138","1,188","1,239","1,285","1,332"
Russia,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,"1,400","1,531","1,673","1,826","1,989","2,161","2,348","2,547","2,761","2,990","3,235","3,494","3,769"
Russia,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,477,532,591,656,730,810,901,"1,002","1,116","1,238","1,370","1,511","1,664"
Russia,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,237,269,304,346,390,441,498,563,637,719,808,909,"1,020"
Russia,By Model Type,Cash Model,Cash Model,Cash Model,"1,326","1,385","1,448","1,509","1,565","1,619","1,675","1,735","1,798","1,863","1,926","1,986","2,044"
Russia,By Model Type,Cashless Model,Cashless Model,Cashless Model,"4,496","4,849","5,225","5,629","6,060","6,522","7,022","7,561","8,139","8,752","9,405","10,090","10,817"
Russia,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"5,339","5,689","6,060","6,447","6,848","7,266","7,711","8,185","8,681","9,196","9,729","10,272","10,831"
Russia,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,194,211,227,245,263,282,303,324,350,376,404,433,464
Russia,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,289,334,386,446,514,593,683,787,906,"1,043","1,198","1,371","1,566"
Russia,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"2,928","3,123","3,327","3,539","3,761","3,991","4,239","4,506","4,790","5,088","5,399","5,716","6,047"
Russia,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,792,856,926,"1,003","1,082","1,166","1,256","1,354","1,459","1,572","1,692","1,819","1,952"
Russia,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,562,596,632,667,703,744,785,831,879,928,979,"1,032","1,088"
Russia,By Retail Format,Department Stores,Department Stores,Department Stores,404,425,446,467,489,513,538,565,594,621,651,680,711
Russia,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,886,972,"1,065","1,172","1,285","1,409","1,546","1,693","1,852","2,027","2,214","2,415","2,633"
Russia,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,250,262,277,290,305,318,333,347,363,379,396,414,430
Netherlands,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"2,307","2,497","2,705","2,931","3,172","3,439","3,730","4,048","4,390","4,752","5,125","5,501","5,893"
Netherlands,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,915,"1,002","1,093","1,187","1,288","1,399","1,522","1,659","1,804","1,958","2,121","2,295","2,482"
Netherlands,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,"1,137","1,244","1,362","1,489","1,629","1,783","1,955","2,145","2,351","2,571","2,799","3,038","3,290"
Netherlands,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,873,981,"1,104","1,238","1,385","1,542","1,712","1,900","2,111","2,348","2,608","2,889","3,195"
Netherlands,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,145,164,184,208,234,263,297,335,377,424,475,531,591
Netherlands,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"1,637","1,814","2,011","2,227","2,468","2,735","3,036","3,374","3,745","4,147","4,573","5,026","5,513"
Netherlands,By Component,Hardware,Payment Units,Payment Units,"2,629","2,889","3,162","3,447","3,758","4,105","4,497","4,933","5,404","5,914","6,466","7,071","7,727"
Netherlands,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"1,839","1,994","2,163","2,339","2,525","2,713","2,914","3,133","3,375","3,637","3,912","4,196","4,493"
Netherlands,By Component,Hardware,Receipt Printer,Receipt Printer,"3,026","3,262","3,520","3,788","4,060","4,334","4,624","4,935","5,269","5,634","6,010","6,391","6,784"
Netherlands,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","1,844","2,043","2,265","2,503","2,758","3,035","3,336","3,676","4,059","4,481","4,945","5,447","5,989"
Netherlands,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,864,959,"1,063","1,172","1,293","1,423","1,568","1,730","1,912","2,107","2,317","2,544","2,789"
Netherlands,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,652,735,826,929,"1,040","1,167","1,312","1,474","1,656","1,856","2,079","2,319","2,586"
Netherlands,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,415,467,522,586,653,729,811,905,"1,006","1,119","1,243","1,377","1,524"
Netherlands,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,611,705,816,945,"1,090","1,258","1,456","1,685","1,949","2,250","2,591","2,970","3,402"
Netherlands,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,197,233,277,326,387,456,540,635,749,884,"1,039","1,219","1,425"
Netherlands,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,103,123,148,176,212,254,304,363,434,517,620,739,881
Netherlands,By Model Type,Cash Model,Cash Model,Cash Model,697,773,858,949,"1,046","1,149","1,262","1,388","1,527","1,679","1,843","2,017","2,203"
Netherlands,By Model Type,Cashless Model,Cashless Model,Cashless Model,"2,145","2,449","2,794","3,185","3,629","4,138","4,729","5,404","6,179","7,054","8,046","9,151","10,404"
Netherlands,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"2,556","2,886","3,262","3,678","4,145","4,671","5,275","5,961","6,742","7,617","8,597","9,676","10,886"
Netherlands,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,93,106,119,135,153,173,196,222,251,282,318,358,402
Netherlands,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,193,230,271,321,377,443,520,609,713,834,974,"1,134","1,319"
Netherlands,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"1,442","1,631","1,840","2,073","2,332","2,622","2,951","3,326","3,751","4,224","4,754","5,337","5,990"
Netherlands,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,389,444,506,578,658,751,860,984,"1,123","1,285","1,465","1,667","1,895"
Netherlands,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,274,307,346,387,435,489,548,616,693,778,873,977,"1,094"
Netherlands,By Retail Format,Department Stores,Department Stores,Department Stores,185,207,231,258,286,318,356,395,442,493,550,609,674
Netherlands,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,417,482,561,650,755,876,"1,018","1,184","1,376","1,597","1,851","2,139","2,470"
Netherlands,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,135,151,168,188,209,231,258,287,321,356,396,439,484
Ireland,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,915,990,"1,071","1,159","1,252","1,352","1,458","1,570","1,686","1,812","1,946","2,086","2,234"
Ireland,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,379,414,450,487,527,570,619,673,729,789,852,920,992
Ireland,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,358,394,434,476,521,569,620,676,736,802,871,942,"1,018"
Ireland,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,417,467,524,586,654,725,803,889,985,"1,092","1,209","1,335","1,473"
Ireland,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,64,72,81,91,102,114,127,142,158,177,197,219,243
Ireland,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,710,789,872,960,"1,057","1,165","1,288","1,425","1,574","1,734","1,906","2,093","2,297"
Ireland,By Component,Hardware,Payment Units,Payment Units,947,"1,038","1,134","1,235","1,342","1,462","1,597","1,745","1,904","2,073","2,252","2,442","2,646"
Ireland,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,778,836,898,965,"1,037","1,113","1,195","1,282","1,373","1,468","1,565","1,661","1,760"
Ireland,By Component,Hardware,Receipt Printer,Receipt Printer,825,883,941,999,"1,060","1,127","1,202","1,283","1,367","1,453","1,540","1,631","1,726"
Ireland,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)",748,826,911,"1,006","1,110","1,223","1,346","1,479","1,621","1,778","1,948","2,132","2,331"
Ireland,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,355,391,432,474,521,573,628,689,754,823,897,976,"1,061"
Ireland,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,283,318,358,399,444,495,554,620,693,774,862,956,"1,060"
Ireland,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,175,195,217,240,267,296,328,364,404,448,497,550,606
Ireland,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,254,294,338,388,447,513,589,676,777,890,"1,019","1,164","1,329"
Ireland,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,78,91,107,126,147,172,200,235,274,320,372,433,502
Ireland,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,38,44,54,63,75,88,106,126,148,175,208,246,291
Ireland,By Model Type,Cash Model,Cash Model,Cash Model,263,291,321,354,390,428,470,516,567,623,685,751,822
Ireland,By Model Type,Cashless Model,Cashless Model,Cashless Model,920,"1,042","1,185","1,336","1,511","1,709","1,935","2,194","2,483","2,807","3,170","3,574","4,027"
Ireland,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"1,073","1,205","1,357","1,518","1,701","1,904","2,134","2,395","2,684","3,005","3,362","3,754","4,191"
Ireland,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,37,43,49,55,62,70,79,89,101,114,128,144,161
Ireland,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,73,85,100,117,138,163,192,226,265,311,365,427,497
Ireland,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,596,669,751,841,940,"1,053","1,179","1,322","1,480","1,655","1,848","2,059","2,292"
Ireland,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,168,191,219,246,281,317,360,408,461,524,593,669,756
Ireland,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,116,131,146,163,182,203,228,255,286,318,355,395,439
Ireland,By Retail Format,Department Stores,Department Stores,Department Stores,76,83,94,102,114,124,137,153,169,185,206,226,250
Ireland,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,171,198,229,263,302,350,402,462,534,614,707,813,933
Ireland,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,56,61,67,75,82,90,99,110,120,134,146,163,179
Sweden,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"1,548","1,674","1,809","1,956","2,114","2,282","2,460","2,648","2,843","3,054","3,279","3,516","3,765"
Sweden,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,641,696,756,821,890,965,"1,046","1,133","1,224","1,321","1,421","1,524","1,633"
Sweden,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,590,649,710,775,844,921,"1,007","1,102","1,203","1,312","1,427","1,552","1,686"
Sweden,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,609,685,771,867,971,"1,086","1,213","1,354","1,513","1,690","1,883","2,089","2,316"
Sweden,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,92,104,117,131,148,166,186,209,234,262,292,324,360
Sweden,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"1,201","1,338","1,492","1,660","1,842","2,037","2,251","2,491","2,763","3,070","3,411","3,783","4,188"
Sweden,By Component,Hardware,Payment Units,Payment Units,"2,062","2,265","2,490","2,733","2,988","3,258","3,547","3,866","4,210","4,587","4,987","5,405","5,852"
Sweden,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"1,284","1,390","1,504","1,624","1,746","1,872","2,005","2,152","2,312","2,484","2,666","2,855","3,051"
Sweden,By Component,Hardware,Receipt Printer,Receipt Printer,"1,284","1,371","1,462","1,559","1,664","1,775","1,892","2,013","2,138","2,269","2,405","2,547","2,693"
Sweden,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","1,247","1,375","1,514","1,669","1,836","2,020","2,220","2,435","2,661","2,909","3,175","3,460","3,765"
Sweden,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,558,612,672,736,805,879,957,"1,041","1,131","1,228","1,330","1,441","1,558"
Sweden,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,440,488,542,600,665,737,816,904,"1,001","1,107","1,217","1,336","1,463"
Sweden,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,308,340,377,416,459,505,558,616,678,746,818,897,981
Sweden,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,400,460,528,607,694,794,909,"1,039","1,187","1,357","1,545","1,753","1,990"
Sweden,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,125,144,168,197,230,265,310,357,416,483,557,641,739
Sweden,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,66,79,94,112,132,156,185,217,256,303,358,420,495
Sweden,By Model Type,Cash Model,Cash Model,Cash Model,459,503,551,602,657,714,777,847,925,"1,010","1,102","1,201","1,306"
Sweden,By Model Type,Cashless Model,Cashless Model,Cashless Model,"1,438","1,620","1,830","2,066","2,328","2,622","2,958","3,327","3,744","4,214","4,723","5,287","5,920"
Sweden,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"1,703","1,897","2,122","2,369","2,641","2,940","3,281","3,650","4,066","4,532","5,029","5,577","6,183"
Sweden,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,70,79,87,97,108,121,134,150,167,185,206,227,251
Sweden,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,124,147,172,202,236,275,320,374,436,507,590,684,792
Sweden,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,961,"1,071","1,195","1,334","1,486","1,654","1,843","2,050","2,280","2,533","2,810","3,112","3,441"
Sweden,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,256,289,327,370,418,469,529,595,671,756,849,953,"1,070"
Sweden,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,184,203,226,253,279,310,344,381,422,470,518,571,631
Sweden,By Retail Format,Department Stores,Department Stores,Department Stores,139,152,168,185,203,225,246,270,296,328,358,393,431
Sweden,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,263,303,349,399,459,526,605,694,799,916,"1,048","1,196","1,366"
Sweden,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,94,105,116,127,140,152,168,184,201,221,242,263,287
Poland,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"2,213","2,376","2,551","2,733","2,917","3,110","3,313","3,538","3,786","4,054","4,340","4,640","4,951"
Poland,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,980,"1,059","1,145","1,238","1,335","1,440","1,552","1,673","1,801","1,936","2,075","2,220","2,371"
Poland,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,800,872,951,"1,035","1,126","1,224","1,331","1,447","1,568","1,697","1,831","1,970","2,117"
Poland,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,874,979,"1,093","1,215","1,350","1,500","1,669","1,859","2,064","2,285","2,525","2,790","3,080"
Poland,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,208,235,266,300,339,383,432,486,545,613,687,770,860
Poland,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"1,768","1,960","2,171","2,405","2,667","2,957","3,275","3,623","4,001","4,421","4,884","5,393","5,947"
Poland,By Component,Hardware,Payment Units,Payment Units,"2,445","2,662","2,885","3,116","3,359","3,626","3,926","4,253","4,593","4,951","5,321","5,712","6,126"
Poland,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"2,124","2,265","2,418","2,580","2,752","2,939","3,141","3,359","3,589","3,829","4,068","4,302","4,541"
Poland,By Component,Hardware,Receipt Printer,Receipt Printer,"2,584","2,720","2,865","3,014","3,175","3,344","3,529","3,728","3,934","4,140","4,340","4,533","4,725"
Poland,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","1,883","2,067","2,269","2,489","2,730","2,989","3,270","3,574","3,898","4,241","4,604","4,990","5,401"
Poland,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,862,926,996,"1,069","1,145","1,226","1,309","1,398","1,495","1,598","1,705","1,811","1,921"
Poland,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,798,869,940,"1,015","1,096","1,182","1,278","1,383","1,496","1,614","1,738","1,870","2,008"
Poland,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,523,563,609,656,706,760,817,880,947,"1,019","1,090","1,167","1,245"
Poland,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,808,903,"1,011","1,129","1,262","1,409","1,573","1,760","1,971","2,205","2,462","2,746","3,057"
Poland,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,272,310,353,404,461,525,596,680,770,875,991,"1,120","1,263"
Poland,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,123,142,164,191,222,257,297,344,397,459,534,616,710
Poland,By Model Type,Cash Model,Cash Model,Cash Model,849,913,982,"1,054","1,128","1,203","1,281","1,365","1,454","1,549","1,647","1,746","1,849"
Poland,By Model Type,Cashless Model,Cashless Model,Cashless Model,"2,537","2,800","3,091","3,410","3,764","4,156","4,589","5,080","5,622","6,221","6,873","7,584","8,355"
Poland,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"3,104","3,392","3,706","4,046","4,415","4,815","5,248","5,735","6,264","6,841","7,460","8,120","8,824"
Poland,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,103,113,125,138,151,166,183,201,221,243,266,292,319
