Region,Segment,Sub-segment,Sub-segment 1,Sub-segment 2,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033
China,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,4.8,6.0,7.4,9.2,11.4,14.1,17.5,21.7,27.0,33.5,41.7,51.8,64.3
China,By Model Type,Cash Model,Cash Model,Cash Model,61.7,70.7,81.2,93.3,107.1,122.8,140.8,161.7,185.9,214.0,246.2,282.9,324.8
China,By Model Type,Cashless Model,Cashless Model,Cashless Model,128.1,149.2,174.0,203.3,237.9,279.0,327.8,385.5,453.7,534.3,629.5,741.3,872.6
China,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),166.2,191.8,221.6,256.4,297.0,344.2,399.3,463.7,539.0,627.1,729.6,848.3,985.5
China,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,6.8,8.0,9.3,10.8,12.6,14.8,17.3,20.3,23.9,28.0,32.9,38.6,45.1
China,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,16.7,20.2,24.4,29.4,35.4,42.8,52.0,63.1,76.7,93.1,113.1,137.4,166.8
China,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,103.9,120.3,139.4,161.8,188.0,218.7,254.7,297.0,346.5,404.5,472.1,550.5,641.5
China,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,22.6,26.5,31.0,36.3,42.6,50.1,59.0,69.4,81.8,96.5,113.8,134.3,158.4
China,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,19.8,22.9,26.4,30.4,35.0,40.4,46.8,54.2,62.8,72.9,84.6,98.2,113.9
China,By Retail Format,Department Stores,Department Stores,Department Stores,13.0,14.8,16.8,19.2,21.9,25.0,28.6,32.7,37.4,42.9,49.3,56.6,64.9
China,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,19.9,23.7,28.1,33.3,39.6,47.1,56.0,66.8,79.9,95.6,114.5,137.1,164.1
China,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,10.4,11.9,13.6,15.6,17.8,20.5,23.5,27.1,31.2,35.9,41.3,47.6,54.7
Japan,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,2.0,2.2,2.4,2.6,2.9,3.2,3.6,3.9,4.4,4.8,5.3,5.9,6.5
Japan,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,5.0,5.5,6.1,6.8,7.5,8.4,9.3,10.3,11.5,12.8,14.2,15.8,17.6
Japan,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.3,1.4,1.6,1.8,2.0
Japan,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,3.2,3.7,4.2,4.7,5.4,6.2,7.0,8.0,9.2,10.4,11.9,13.6,15.5
Japan,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,2.4,2.7,3.1,3.5,4.0,4.5,5.2,6.0,6.9,7.9,9.0,10.4,11.9
Japan,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,8.9,10.1,11.3,12.7,14.3,16.2,18.3,20.8,23.6,26.7,30.3,34.3,38.9
Japan,By Component,Hardware,Payment Units,Payment Units,2.8,3.1,3.5,3.9,4.3,4.8,5.3,6.0,6.7,7.5,8.4,9.4,10.5
Japan,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,9.0,9.9,10.9,11.9,13.2,14.5,16.0,17.7,19.5,21.6,23.8,26.3,29.0
Japan,By Component,Hardware,Receipt Printer,Receipt Printer,3.8,4.1,4.5,4.9,5.3,5.8,6.3,6.9,7.6,8.4,9.2,10.0,11.0
Japan,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)",4.6,5.2,5.9,6.6,7.4,8.3,9.4,10.5,11.9,13.4,15.1,17.0,19.1
Japan,By Component,Software,Scanning & Decoding software,Scanning & Decoding software,4.5,5.0,5.6,6.3,7.0,7.9,8.8,9.8,11.0,12.4,13.9,15.6,17.5
Japan,By Component,Software,Computer Vision Software,Computer Vision Software,0.9,1.1,1.2,1.4,1.6,1.8,2.1,2.4,2.7,3.1,3.6,4.1,4.8
Japan,By Component,Software,POS & Payment Integration Software,POS & Payment Integration Software,3.7,4.2,4.8,5.4,6.1,6.9,7.8,8.8,10.0,11.4,13.0,14.8,16.8
Japan,By Component,Software,Store Operations & Workflow Software,Store Operations & Workflow Software,2.9,3.3,3.8,4.3,4.9,5.6,6.4,7.3,8.3,9.5,10.9,12.4,14.1
Japan,By Component,Software,"Others (Analytics & Dashboard Software, etc.)","Others (Analytics & Dashboard Software, etc.)",1.6,1.8,2.0,2.2,2.5,2.8,3.2,3.6,4.1,4.6,5.2,5.9,6.6
Japan,By Component,Services,Managed Services,Managed Services,6.7,9.4,12.7,16.9,21.9,27.9,35.3,44.2,55.0,68.2,84.1,103.3,126.3
Japan,By Component,Services,Professional Services,Professional Services,9.9,11.2,12.7,14.4,16.4,18.6,21.1,24.0,27.3,31.1,35.4,40.3,45.7
Japan,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,26.0,29.3,33.1,37.5,42.4,48.1,54.6,62.0,70.4,80.0,91.0,103.4,117.5
Japan,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,26.7,30.7,35.3,40.6,46.6,53.5,61.5,70.8,81.7,94.2,108.7,125.3,144.3
Japan,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,11.7,13.3,15.1,17.2,19.6,22.4,25.7,29.4,33.7,38.6,44.1,50.5,57.8
Japan,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,4.1,4.9,5.8,6.9,8.1,9.6,11.3,13.3,15.8,18.8,22.3,26.5,31.4
Japan,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,1.9,2.3,2.8,3.4,4.0,4.9,5.9,7.1,8.6,10.4,12.6,15.2,18.4
Japan,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,2.1,2.6,3.2,3.9,4.7,5.8,7.1,8.7,10.7,13.1,16.1,19.8,24.3
Japan,By Model Type,Cash Model,Cash Model,Cash Model,22.5,25.4,28.6,32.2,36.2,40.8,46.2,52.5,59.5,67.4,76.4,86.6,98.2
Japan,By Model Type,Cashless Model,Cashless Model,Cashless Model,50.0,57.6,66.6,77.2,89.4,103.5,119.9,139.0,161.4,187.7,218.5,254.2,295.6
Japan,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),62.9,71.7,81.8,93.3,106.6,121.9,139.5,159.8,183.2,210.3,241.3,276.9,317.7
Japan,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,3.0,3.5,4.0,4.6,5.3,6.2,7.1,8.2,9.5,11.1,12.8,14.8,17.1
Japan,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,6.6,7.9,9.5,11.4,13.6,16.3,19.5,23.4,28.1,33.8,40.8,49.1,59.0
Japan,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,40.5,46.3,53.1,60.9,69.9,80.3,92.2,106.1,122.1,140.6,162.1,186.8,215.1
Japan,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,9.2,10.6,12.3,14.1,16.3,18.9,21.9,25.5,29.7,34.5,40.2,46.8,54.5
Japan,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,7.4,8.5,9.6,10.9,12.4,14.2,16.2,18.5,21.2,24.2,27.7,31.8,36.4
Japan,By Retail Format,Department Stores,Department Stores,Department Stores,5.0,5.6,6.3,7.1,8.0,9.0,10.1,11.4,12.9,14.7,16.6,18.9,21.4
Japan,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,7.2,8.4,9.8,11.6,13.6,16.0,18.8,22.2,26.3,31.1,36.8,43.6,51.7
Japan,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,3.3,3.7,4.2,4.7,5.3,6.0,6.8,7.8,8.8,10.0,11.4,12.9,14.7
India,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,2.1,2.3,2.5,2.7,3.0,3.3,3.6,4.0,4.4,4.9,5.4,5.9,6.5
India,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,5.4,5.9,6.5,7.2,7.9,8.8,9.7,10.8,12.0,13.3,14.8,16.4,18.1
India,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.5,1.7,1.9,2.1,2.3
India,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,2.6,3.0,3.4,3.9,4.4,5.0,5.7,6.5,7.4,8.4,9.6,11.0,12.5
India,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,1.1,1.3,1.4,1.6,1.9,2.1,2.4,2.8,3.2,3.7,4.2,4.8,5.6
India,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,6.5,7.4,8.3,9.4,10.7,12.0,13.6,15.4,17.4,19.8,22.4,25.4,28.7
India,By Component,Hardware,Payment Units,Payment Units,1.3,1.4,1.6,1.8,1.9,2.2,2.4,2.7,3.0,3.3,3.7,4.1,4.6
India,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,6.7,7.3,8.0,8.8,9.6,10.6,11.6,12.8,14.1,15.5,17.0,18.7,20.6
India,By Component,Hardware,Receipt Printer,Receipt Printer,2.4,2.6,2.8,3.1,3.3,3.7,4.0,4.4,4.7,5.2,5.7,6.2,6.8
India,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)",3.7,4.2,4.7,5.2,5.9,6.6,7.4,8.2,9.3,10.4,11.8,13.2,14.9
India,By Component,Software,Scanning & Decoding software,Scanning & Decoding software,3.0,3.3,3.7,4.2,4.7,5.2,5.8,6.5,7.3,8.2,9.2,10.3,11.5
India,By Component,Software,Computer Vision Software,Computer Vision Software,0.8,0.9,1.0,1.2,1.4,1.6,1.8,2.1,2.4,2.7,3.2,3.6,4.2
India,By Component,Software,POS & Payment Integration Software,POS & Payment Integration Software,2.7,3.0,3.4,3.8,4.3,4.9,5.6,6.3,7.2,8.2,9.3,10.5,11.9
India,By Component,Software,Store Operations & Workflow Software,Store Operations & Workflow Software,1.9,2.2,2.5,2.8,3.2,3.7,4.2,4.8,5.4,6.2,7.1,8.1,9.2
India,By Component,Software,"Others (Analytics & Dashboard Software, etc.)","Others (Analytics & Dashboard Software, etc.)",0.9,1.0,1.1,1.2,1.4,1.6,1.8,2.0,2.2,2.5,2.8,3.2,3.6
India,By Component,Services,Managed Services,Managed Services,7.7,9.4,11.4,13.7,16.4,19.8,23.8,28.6,34.3,41.1,49.1,58.6,69.8
India,By Component,Services,Professional Services,Professional Services,7.3,8.3,9.4,10.7,12.1,13.7,15.5,17.6,20.0,22.7,25.9,29.5,33.5
India,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,20.7,23.0,25.6,28.5,31.8,35.6,39.9,44.8,50.3,56.4,63.3,70.8,79.2
India,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,20.5,23.2,26.4,29.9,33.9,38.3,43.4,49.3,56.1,63.9,72.8,82.9,94.3
India,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,8.5,9.6,10.8,12.1,13.6,15.4,17.3,19.6,22.1,25.0,28.3,31.9,36.0
India,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,3.8,4.4,5.1,5.9,6.9,8.1,9.5,11.1,13.0,15.2,17.8,20.8,24.3
India,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,1.6,1.9,2.3,2.7,3.2,3.8,4.5,5.4,6.5,7.7,9.3,11.1,13.2
India,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,1.7,2.1,2.5,3.0,3.7,4.4,5.4,6.5,7.9,9.5,11.6,14.0,17.0
India,By Model Type,Cash Model,Cash Model,Cash Model,18.6,20.7,23.0,25.6,28.5,31.9,35.7,40.1,45.0,50.5,56.5,63.2,70.5
India,By Model Type,Cashless Model,Cashless Model,Cashless Model,38.1,43.5,49.6,56.6,64.6,73.7,84.3,96.6,110.8,127.4,146.5,168.4,193.6
India,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),50.4,56.6,63.7,71.7,80.8,91.1,102.9,116.4,131.8,149.4,169.2,191.5,216.6
India,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,1.9,2.2,2.5,2.8,3.2,3.7,4.2,4.9,5.6,6.4,7.3,8.4,9.6
India,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,4.5,5.4,6.4,7.7,9.1,10.8,12.9,15.4,18.4,22.1,26.5,31.7,37.9
India,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,30.5,34.4,38.9,44.0,49.8,56.4,63.9,72.6,82.5,94.0,107.0,121.7,138.2
India,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,7.3,8.3,9.4,10.8,12.3,14.1,16.1,18.6,21.4,24.6,28.2,32.5,37.3
India,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,6.1,6.8,7.6,8.5,9.6,10.8,12.1,13.7,15.4,17.5,19.7,22.3,25.2
India,By Retail Format,Department Stores,Department Stores,Department Stores,3.8,4.3,4.7,5.2,5.8,6.5,7.3,8.1,9.1,10.1,11.3,12.7,14.2
India,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,6.3,7.2,8.4,9.7,11.2,13.1,15.2,17.7,20.6,24.0,28.1,32.8,38.3
India,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,2.8,3.1,3.5,3.9,4.3,4.9,5.4,6.1,6.8,7.7,8.6,9.6,10.8
South Korea,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,0.9,1.0,1.1,1.2,1.3,1.4,1.6,1.8,1.9,2.2,2.4,2.6,2.9
South Korea,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,2.2,2.5,2.7,3.0,3.3,3.7,4.1,4.5,5.1,5.6,6.3,7.0,7.8
South Korea,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.8,0.9
South Korea,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,1.9,2.1,2.4,2.7,3.1,3.6,4.1,4.6,5.3,6.0,6.9,7.8,9.0
South Korea,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,1.3,1.4,1.6,1.9,2.1,2.4,2.8,3.2,3.7,4.3,4.9,5.6,6.4
South Korea,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,4.3,4.8,5.5,6.2,7.0,7.9,9.0,10.2,11.6,13.1,14.9,16.9,19.2
South Korea,By Component,Hardware,Payment Units,Payment Units,1.3,1.5,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.6,4.0,4.5,5.1
South Korea,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,4.4,4.9,5.3,5.9,6.4,7.1,7.8,8.6,9.5,10.5,11.6,12.9,14.2
South Korea,By Component,Hardware,Receipt Printer,Receipt Printer,1.3,1.5,1.6,1.8,1.9,2.1,2.3,2.6,2.8,3.1,3.4,3.7,4.1
South Korea,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)",1.9,2.2,2.4,2.7,3.0,3.4,3.8,4.3,4.9,5.5,6.2,7.0,7.9
South Korea,By Component,Software,Scanning & Decoding software,Scanning & Decoding software,2.1,2.3,2.6,2.9,3.3,3.7,4.1,4.6,5.2,5.8,6.6,7.4,8.3
South Korea,By Component,Software,Computer Vision Software,Computer Vision Software,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.4,1.6,1.8,2.1,2.4,2.7
South Korea,By Component,Software,POS & Payment Integration Software,POS & Payment Integration Software,1.8,2.0,2.3,2.6,2.9,3.3,3.7,4.2,4.8,5.5,6.2,7.1,8.0
South Korea,By Component,Software,Store Operations & Workflow Software,Store Operations & Workflow Software,1.4,1.6,1.8,2.1,2.4,2.7,3.1,3.5,4.0,4.6,5.2,6.0,6.8
South Korea,By Component,Software,"Others (Analytics & Dashboard Software, etc.)","Others (Analytics & Dashboard Software, etc.)",0.6,0.7,0.8,0.9,1.0,1.1,1.3,1.4,1.6,1.8,2.0,2.3,2.6
South Korea,By Component,Services,Managed Services,Managed Services,3.0,4.3,6.1,8.2,10.8,14.0,17.9,22.8,28.8,36.0,44.7,55.1,67.7
South Korea,By Component,Services,Professional Services,Professional Services,4.8,5.5,6.2,7.0,8.0,9.1,10.3,11.7,13.3,15.2,17.3,19.6,22.3
South Korea,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,12.4,14.0,15.9,18.0,20.5,23.4,26.7,30.6,35.0,40.1,45.8,52.2,59.5
South Korea,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,12.6,14.5,16.8,19.3,22.4,25.9,29.9,34.7,40.2,46.6,54.1,62.6,72.5
South Korea,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,5.4,6.2,7.1,8.1,9.3,10.7,12.2,14.1,16.2,18.7,21.5,24.8,28.6
South Korea,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,2.0,2.4,2.8,3.3,3.9,4.7,5.6,6.6,7.9,9.4,11.2,13.4,15.9
South Korea,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,0.9,1.0,1.2,1.5,1.8,2.2,2.7,3.3,4.0,4.8,5.9,7.2,8.7
South Korea,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,0.9,1.1,1.3,1.6,2.0,2.4,3.0,3.7,4.6,5.7,7.0,8.6,10.6
South Korea,By Model Type,Cash Model,Cash Model,Cash Model,11.3,12.9,14.7,16.7,19.0,21.6,24.5,27.9,31.9,36.4,41.7,47.6,54.3
South Korea,By Model Type,Cashless Model,Cashless Model,Cashless Model,22.7,26.2,30.4,35.2,40.9,47.6,55.6,65.0,76.0,88.8,103.8,121.2,141.5
South Korea,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),29.9,34.3,39.3,45.1,51.8,59.5,68.5,79.0,91.1,105.1,121.3,140.0,161.4
South Korea,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,1.2,1.3,1.6,1.8,2.1,2.4,2.8,3.3,3.8,4.5,5.2,6.0,7.0
South Korea,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,2.9,3.5,4.2,5.1,6.1,7.3,8.8,10.7,12.9,15.7,18.9,22.8,27.4
South Korea,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,19.0,21.8,25.0,28.8,33.2,38.3,44.3,51.2,59.4,68.8,79.7,92.2,106.6
South Korea,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,4.3,5.0,5.9,6.8,8.0,9.3,10.8,12.6,14.7,17.2,20.1,23.5,27.5
South Korea,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,3.4,3.9,4.4,5.1,5.8,6.6,7.6,8.7,10.1,11.6,13.3,15.3,17.6
South Korea,By Retail Format,Department Stores,Department Stores,Department Stores,2.0,2.3,2.6,2.9,3.3,3.8,4.3,4.9,5.5,6.3,7.2,8.2,9.3
South Korea,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,3.7,4.4,5.1,6.0,7.1,8.4,9.9,11.7,13.9,16.5,19.5,23.2,27.4
South Korea,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,1.5,1.8,2.0,2.3,2.6,2.9,3.3,3.8,4.3,4.9,5.6,6.4,7.4
ASEAN,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,1.5,1.6,1.8,2.0,2.2,2.4,2.6,2.9,3.2,3.5,3.9,4.3,4.7
ASEAN,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,4.0,4.4,4.8,5.4,5.9,6.5,7.2,8.0,8.9,9.9,11.0,12.3,13.6
ASEAN,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,0.5,0.5,0.6,0.7,0.8,0.8,0.9,1.0,1.2,1.3,1.5,1.6,1.8
ASEAN,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,2.4,2.8,3.2,3.6,4.1,4.6,5.2,6.0,6.8,7.7,8.8,10.1,11.5
ASEAN,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,1.2,1.4,1.6,1.9,2.1,2.4,2.8,3.2,3.6,4.2,4.8,5.5,6.3
ASEAN,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,6.4,7.2,8.1,9.1,10.3,11.6,13.1,14.8,16.8,19.0,21.5,24.4,27.6
ASEAN,By Component,Hardware,Payment Units,Payment Units,1.4,1.6,1.7,1.9,2.1,2.4,2.6,3.0,3.3,3.7,4.1,4.6,5.1
ASEAN,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,5.7,6.2,6.8,7.5,8.2,9.0,9.9,10.9,12.0,13.3,14.6,16.1,17.7
ASEAN,By Component,Hardware,Receipt Printer,Receipt Printer,2.0,2.2,2.4,2.6,2.8,3.1,3.4,3.7,4.0,4.4,4.8,5.3,5.8
ASEAN,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)",2.8,3.1,3.5,3.9,4.4,4.9,5.5,6.2,6.9,7.8,8.8,9.9,11.1
ASEAN,By Component,Software,Scanning & Decoding software,Scanning & Decoding software,2.9,3.2,3.6,4.0,4.5,5.0,5.6,6.2,7.0,7.8,8.8,9.8,11.0
ASEAN,By Component,Software,Computer Vision Software,Computer Vision Software,0.7,0.8,0.9,1.1,1.2,1.4,1.6,1.8,2.1,2.4,2.8,3.2,3.7
ASEAN,By Component,Software,POS & Payment Integration Software,POS & Payment Integration Software,2.4,2.7,3.1,3.5,3.9,4.5,5.0,5.7,6.5,7.4,8.4,9.5,10.8
ASEAN,By Component,Software,Store Operations & Workflow Software,Store Operations & Workflow Software,1.8,2.1,2.3,2.7,3.0,3.5,3.9,4.5,5.1,5.9,6.7,7.6,8.7
ASEAN,By Component,Software,"Others (Analytics & Dashboard Software, etc.)","Others (Analytics & Dashboard Software, etc.)",1.0,1.1,1.3,1.4,1.6,1.8,2.0,2.3,2.6,2.9,3.2,3.6,4.1
ASEAN,By Component,Services,Managed Services,Managed Services,6.1,7.9,10.1,12.7,15.9,19.8,24.5,30.1,36.8,44.9,54.7,66.4,80.4
ASEAN,By Component,Services,Professional Services,Professional Services,7.2,8.2,9.3,10.5,11.8,13.4,15.2,17.2,19.6,22.3,25.3,28.8,32.6
ASEAN,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,17.3,19.5,21.9,24.6,27.7,31.3,35.3,39.9,45.1,51.0,57.7,65.3,73.8
ASEAN,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,19.0,21.7,24.8,28.3,32.3,36.9,42.3,48.5,55.6,63.8,73.3,84.1,96.4
ASEAN,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,8.1,9.2,10.4,11.8,13.4,15.2,17.3,19.7,22.4,25.6,29.2,33.2,37.9
ASEAN,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,3.0,3.5,4.1,4.8,5.6,6.6,7.8,9.2,10.8,12.8,15.1,17.9,21.1
ASEAN,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,1.3,1.6,1.9,2.2,2.7,3.2,3.9,4.7,5.6,6.8,8.2,9.8,11.9
ASEAN,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,1.4,1.7,2.1,2.6,3.1,3.8,4.6,5.6,6.9,8.4,10.3,12.6,15.4
ASEAN,By Model Type,Cash Model,Cash Model,Cash Model,15.6,17.5,19.7,22.2,25.0,28.0,31.5,35.5,40.1,45.3,51.2,57.9,65.4
ASEAN,By Model Type,Cashless Model,Cashless Model,Cashless Model,34.5,39.6,45.4,52.1,59.9,69.0,79.6,92.0,106.4,123.1,142.5,165.0,191.1
ASEAN,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),44.0,49.9,56.6,64.2,73.0,82.9,94.4,107.6,122.8,140.3,160.4,183.3,209.3
